date,ticker,year_high,year_low,prev_close,open,last_price,vwap,change,bid,offer,volume,value,percent_change,symbol,name,price,timestamp
27-03-26,ACCESS,46.64,16.2,46.62,46.62,41.95,46.62,0.0,,46.6,11,461.45,0.0,,,,
27-03-26,ADB,5.06,5.06,5.06,5.06,5.06,5.06,0.0,5.06,,0,0.0,0.0,,,,
27-03-26,AGA,37.0,37.0,37.0,37.0,37.0,37.0,0.0,40.7,,0,0.0,0.0,,,,
27-03-26,**ALW**,0.1,0.1,0.1,0.1,0.1,0.1,0.0,,,0,0.0,0.0,,,,
27-03-26,ASG,8.89,8.89,8.89,8.89,8.89,8.89,0.0,8.89,,0,0.0,0.0,,,,
27-03-26,ALLGH,6.55,6.12,6.52,6.52,6.57,6.55,0.03,,6.52,8438,55163.96,0.460122699,,,,
27-03-26,BOPP,100.0,55.82,100.0,100.0,100.0,100.0,0.0,100.0,109.99,1000,100000.0,0.0,,,,
27-03-26,CAL,0.94,0.61,0.71,0.71,0.71,0.71,0.0,,0.71,191162,135125.02,0.0,,,,
27-03-26,CLYD,0.9,0.46,0.99,0.99,0.99,0.99,0.0,0.99,,0,0.0,0.0,,,,
27-03-26,CMLT,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.15,,0,0.0,0.0,,,,
27-03-26,CPC,0.1,0.05,0.1,0.1,0.1,0.1,0.0,0.1,,1000,100.0,0.0,,,,
27-03-26,DASPHARMA,0.41,0.38,0.41,0.41,0.41,0.41,0.0,0.41,,1,0.41,0.0,,,,
27-03-26,EGH,57.0,25.0,50.0,50.0,49.5,50.0,0.0,,49.5,49,2425.5,0.0,,,,
27-03-26,EGL,12.16,3.48,12.0,12.0,11.8,12.0,0.0,,11.9,378,4460.4,0.0,,,,
27-03-26,ETI,2.82,0.76,1.8,1.8,1.62,1.66,-0.14,,1.79,39537,65787.76,-7.777777778,,,,
27-03-26,FML,16.35,8.0,13.35,13.35,13.35,13.35,0.0,,12.98,0,0.0,0.0,,,,
27-03-26,FAB,7.84,7.71,7.84,7.84,7.84,7.84,0.0,7.84,,0,0.0,0.0,,,,
27-03-26,GCB,52.0,20.11,37.08,37.08,33.38,33.38,-3.7,,33.38,5477,182822.26,-9.978425027,,,,
27-03-26,GGBL,16.5,6.6,15.94,15.94,15.94,15.94,0.0,,15.94,2269,36167.86,0.0,,,,
27-03-26,GOIL,7.86,2.96,7.67,7.67,7.88,7.86,0.19,7.86,,11361,89312.28,2.477183833,,,,
27-03-26,MAC,5.2,5.2,5.2,5.2,5.2,5.2,0.0,5.2,,0,0.0,0.0,,,,
27-03-26,MTNGH,6.53,4.2,5.39,5.39,5.3,5.03,-0.36,,5.33,13816222,69501204.36,-6.67903525,,,,
27-03-26,PBC**,0.02,0.02,0.02,0.02,0.02,0.02,0.0,,,0,0.0,0.0,,,,
27-03-26,RBGH,5.38,1.3,4.82,4.82,4.82,4.82,0.0,,5.0,0,0.0,0.0,,,,
27-03-26,SCB,79.41,29.22,71.47,71.47,71.47,71.47,0.0,,71.47,669,47813.43,0.0,,,,
31-03-26,,,,,,,,0.0,,,0,,,AADS,AADS,0.42,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,34,,,ACCESS,Access Bank Ghana Plc,46.62,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.06,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,ALLGH,Atlantic Lithium Limited,6.55,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,ASG,Asante Gold Corporation,8.89,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,2849,,,BOPP,Benso Oil Palm Plantation Ltd,100.0,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,167811,,,CAL,CalBank PLC,0.69,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,200,,,CLYD,Clydestone (Ghana) Limited,0.99,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,31-03-26 21:47
31-03-26,,,,,,,,0.01,,,13785,,,CPC,Cocoa Processing Company,0.11,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,120,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,DIGICUT,DIGICUT,0.09,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,645,,,EGH,Ecobank Ghana PLC,49.5,31-03-26 21:47
31-03-26,,,,,,,,-0.23,,,34345,,,EGL,Enterprise Group PLC,11.77,31-03-26 21:47
31-03-26,,,,,,,,-0.14,,,179058,,,ETI,Ecobank Transnational Inc,1.49,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.84,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,314,,,FML,Fan Milk Limited,12.98,31-03-26 21:47
31-03-26,,,,,,,,-2.99,,,233976,,,GCB,Ghana Commercial Bank Limited,27.06,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,143,,,GGBL,Guinness Ghana Breweries Plc,15.94,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,279,,,GLD,GLD,546.0,31-03-26 21:47
31-03-26,,,,,,,,-0.04,,,59153,,,GOIL,GOIL PLC,7.84,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,HORDS,HORDS,0.1,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,IIL,IIL,0.05,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,MAC,Mega African Capital Limited,5.2,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,MMH,MMH,0.1,31-03-26 21:47
31-03-26,,,,,,,,0.12,,,5425723,,,MTNGH,MTN Ghana,5.4,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,4367,,,RBGH,Republic Bank (Ghana) PLC,4.71,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,SAMBA,SAMBA,0.55,31-03-26 21:47
31-03-26,,,,,,,,-0.07,,,1671,,,SCB,Standard Chartered Bank Ghana Ltd,71.4,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,SCBPREF,SCBPREF,0.9,31-03-26 21:47
31-03-26,,,,,,,,-0.04,,,369243,,,SIC,SIC Insurance Company Limited,3.3,31-03-26 21:47
31-03-26,,,,,,,,-0.18,,,23788,,,SOGEGH,Societe Generale Ghana Limited,6.49,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,3,,,TLW,Tullow Oil Plc,11.92,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,4766,,,TOTAL,TotalEnergies Ghana PLC,34.64,31-03-26 21:47
31-03-26,,,,,,,,0.0,,,283,,,UNIL,Unilever Ghana PLC,28.46,31-03-26 21:47
01-04-26,,,,,,,,0.0,,,0,,,AADS,AADS,0.42,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,54,,,ACCESS,Access Bank Ghana Plc,46.62,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.06,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,ALLGH,Atlantic Lithium Limited,6.55,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,ASG,Asante Gold Corporation,8.89,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,7016,,,BOPP,Benso Oil Palm Plantation Ltd,100.0,01-04-26 21:51
01-04-26,,,,,,,,0.01,,,103336,,,CAL,CalBank PLC,0.7,01-04-26 21:51
01-04-26,,,,,,,,0.09,,,1000,,,CLYD,Clydestone (Ghana) Limited,1.08,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,CPC,Cocoa Processing Company,0.11,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,2439,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,DIGICUT,DIGICUT,0.09,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,6615,,,EGH,Ecobank Ghana PLC,49.5,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,1434,,,EGL,Enterprise Group PLC,11.77,01-04-26 21:51
01-04-26,,,,,,,,-0.01,,,240395,,,ETI,Ecobank Transnational Inc,1.48,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.84,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,884,,,FML,Fan Milk Limited,12.98,01-04-26 21:51
01-04-26,,,,,,,,-2.7,,,102301,,,GCB,Ghana Commercial Bank Limited,24.36,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,651,,,GGBL,Guinness Ghana Breweries Plc,15.94,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,54,,,GLD,GLD,546.0,01-04-26 21:51
01-04-26,,,,,,,,0.01,,,107593,,,GOIL,GOIL PLC,7.85,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,HORDS,HORDS,0.1,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,22708,,,IIL,IIL,0.05,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,2,,,MAC,Mega African Capital Limited,5.2,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,MMH,MMH,0.1,01-04-26 21:51
01-04-26,,,,,,,,-0.08,,,6472638,,,MTNGH,MTN Ghana,5.32,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,60,,,RBGH,Republic Bank (Ghana) PLC,4.71,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,SAMBA,SAMBA,0.55,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,110,,,SCB,Standard Chartered Bank Ghana Ltd,71.4,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,SCBPREF,SCBPREF,0.9,01-04-26 21:51
01-04-26,,,,,,,,-0.22,,,86713,,,SIC,SIC Insurance Company Limited,3.08,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,395,,,SOGEGH,Societe Generale Ghana Limited,6.49,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,0,,,TLW,Tullow Oil Plc,11.92,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,855,,,TOTAL,TotalEnergies Ghana PLC,34.64,01-04-26 21:51
01-04-26,,,,,,,,0.0,,,1197,,,UNIL,Unilever Ghana PLC,28.46,01-04-26 21:51
02-04-26,,,,,,,,0.0,,,0,,,AADS,AADS,0.42,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,ACCESS,Access Bank Ghana Plc,46.62,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.06,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,ALLGH,Atlantic Lithium Limited,6.55,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,200,,,ASG,Asante Gold Corporation,8.89,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,496,,,BOPP,Benso Oil Palm Plantation Ltd,100.0,02-04-26 22:22
02-04-26,,,,,,,,-0.01,,,379016,,,CAL,CalBank PLC,0.69,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,CLYD,Clydestone (Ghana) Limited,1.08,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,02-04-26 22:22
02-04-26,,,,,,,,0.01,,,3880,,,CPC,Cocoa Processing Company,0.12,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,45,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,DIGICUT,DIGICUT,0.09,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,296,,,EGH,Ecobank Ghana PLC,49.5,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,EGL,Enterprise Group PLC,11.77,02-04-26 22:22
02-04-26,,,,,,,,0.04,,,288714,,,ETI,Ecobank Transnational Inc,1.52,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.84,02-04-26 22:22
02-04-26,,,,,,,,-0.08,,,2644,,,FML,Fan Milk Limited,12.9,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,49530,,,GCB,Ghana Commercial Bank Limited,24.36,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,5,,,GGBL,Guinness Ghana Breweries Plc,15.94,02-04-26 22:22
02-04-26,,,,,,,,-43.83,,,16965,,,GLD,GLD,502.17,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,33333,,,GOIL,GOIL PLC,7.85,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,HORDS,HORDS,0.1,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,249431,,,IIL,IIL,0.05,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,11,,,MAC,Mega African Capital Limited,5.2,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,MMH,MMH,0.1,02-04-26 22:22
02-04-26,,,,,,,,0.13,,,432425,,,MTNGH,MTN Ghana,5.45,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,28945,,,RBGH,Republic Bank (Ghana) PLC,4.71,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,SAMBA,SAMBA,0.55,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,203,,,SCB,Standard Chartered Bank Ghana Ltd,71.4,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,SCBPREF,SCBPREF,0.9,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,10534,,,SIC,SIC Insurance Company Limited,3.08,02-04-26 22:22
02-04-26,,,,,,,,-0.53,,,19306,,,SOGEGH,Societe Generale Ghana Limited,5.96,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,150,,,TLW,Tullow Oil Plc,11.92,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,2498,,,TOTAL,TotalEnergies Ghana PLC,34.64,02-04-26 22:22
02-04-26,,,,,,,,0.0,,,0,,,UNIL,Unilever Ghana PLC,28.46,02-04-26 22:22
03-04-26,,,,,,,,0.0,,,0,,,AADS,AADS,0.42,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,ACCESS,Access Bank Ghana Plc,46.62,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.06,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,ALLGH,Atlantic Lithium Limited,6.55,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,200,,,ASG,Asante Gold Corporation,8.89,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,496,,,BOPP,Benso Oil Palm Plantation Ltd,100.0,03-04-26 18:57
03-04-26,,,,,,,,-0.01,,,379016,,,CAL,CalBank PLC,0.69,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,CLYD,Clydestone (Ghana) Limited,1.08,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,03-04-26 18:57
03-04-26,,,,,,,,0.01,,,3880,,,CPC,Cocoa Processing Company,0.12,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,45,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,DIGICUT,DIGICUT,0.09,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,296,,,EGH,Ecobank Ghana PLC,49.5,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,EGL,Enterprise Group PLC,11.77,03-04-26 18:57
03-04-26,,,,,,,,0.04,,,288714,,,ETI,Ecobank Transnational Inc,1.52,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.84,03-04-26 18:57
03-04-26,,,,,,,,-0.08,,,2644,,,FML,Fan Milk Limited,12.9,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,49530,,,GCB,Ghana Commercial Bank Limited,24.36,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,5,,,GGBL,Guinness Ghana Breweries Plc,15.94,03-04-26 18:57
03-04-26,,,,,,,,-43.83,,,16965,,,GLD,GLD,502.17,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,33333,,,GOIL,GOIL PLC,7.85,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,HORDS,HORDS,0.1,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,249431,,,IIL,IIL,0.05,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,11,,,MAC,Mega African Capital Limited,5.2,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,MMH,MMH,0.1,03-04-26 18:57
03-04-26,,,,,,,,0.13,,,432425,,,MTNGH,MTN Ghana,5.45,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,28945,,,RBGH,Republic Bank (Ghana) PLC,4.71,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,SAMBA,SAMBA,0.55,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,203,,,SCB,Standard Chartered Bank Ghana Ltd,71.4,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,SCBPREF,SCBPREF,0.9,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,10534,,,SIC,SIC Insurance Company Limited,3.08,03-04-26 18:57
03-04-26,,,,,,,,-0.53,,,19306,,,SOGEGH,Societe Generale Ghana Limited,5.96,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,TBL,Trust Bank Limited (The Gambia),1.2,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,150,,,TLW,Tullow Oil Plc,11.92,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,2498,,,TOTAL,TotalEnergies Ghana PLC,34.64,03-04-26 18:57
03-04-26,,,,,,,,0.0,,,0,,,UNIL,Unilever Ghana PLC,28.46,03-04-26 18:57
07-04-26,,,,,,,,0.0,,,0,,,AADS,AADS,0.42,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,ACCESS,Access Bank Ghana Plc,46.61,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,ADB,Agricultural Development Bank,5.06,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,AGA,AngloGold Ashanti Plc,37.0,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,ALLGH,Atlantic Lithium Limited,6.55,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,ASG,Asante Gold Corporation,8.89,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,348,,,BOPP,Benso Oil Palm Plantation Ltd,100.0,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,27828,,,CAL,CalBank PLC,0.69,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,CLYD,Clydestone (Ghana) Limited,1.08,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,CMLT,Camelot Ghana Ltd,0.14,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,CPC,Cocoa Processing Company,0.12,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,DASPHARMA,Dannex Ayrton Starwin Plc,0.41,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,DIGICUT,DIGICUT,0.09,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,461,,,EGH,Ecobank Ghana PLC,49.5,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,EGL,Enterprise Group PLC,11.77,07-04-26 10:13
07-04-26,,,,,,,,0.01,,,150691,,,ETI,Ecobank Transnational Inc,1.53,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,0,,,FAB,FAB,7.84,07-04-26 10:13
07-04-26,,,,,,,,0.0,,,10326,,,FML,Fan Milk Limited,12.9,07-04-26 10:13
07-04-26,,,,,,,,0.64,,,3319,,,GCB,Ghana Commercial Bank Limited,25.0,07-04-26 10:13
